service_id,age,years_of_service,deployment_days_last_90,avg_duty_hours_per_week,consecutive_duty_days,leave_days_taken_last_90,sleep_hours_avg,family_contact_days_last_30,disciplinary_flags_last_180,prior_incident_count,self_report_mood_score,journal_text,latent_stress_true,risk_label
SVC00477,42,20,6,55.6,13,2,7.45,16,0,0,8,"Nothing unusual, just getting through the schedule.",0.385,Low
SVC00478,35,2,3,41.5,23,13,7.94,17,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.56,Medium
SVC00478,35,2,87,60.3,20,1,7.3,3,0,0,2,"Extremely exhausted, haven't slept properly in days.",0.717,High
SVC00478,35,2,32,63.3,11,7,6.65,6,0,0,3,"Nothing unusual, just getting through the schedule.",0.5,Medium
SVC00478,35,2,55,52.6,17,11,5.51,8,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.468,Medium
SVC00478,35,2,54,30.0,6,7,7.26,4,1,0,2,"Routine day, nothing much to report.",0.399,Low
SVC00478,35,2,69,73.2,4,7,6.84,3,0,1,8,"Been a normal week, keeping busy with regular tasks.",0.588,Medium
SVC00479,41,22,11,60.3,28,13,5.57,9,1,1,9,"Been a normal week, keeping busy with regular tasks.",0.498,Medium
SVC00479,41,22,13,49.6,16,14,7.48,0,0,0,9,"Routine day, nothing much to report.",0.373,Low
SVC00479,41,22,31,64.6,7,9,6.92,17,0,1,4,"Been a normal week, keeping busy with regular tasks.",0.448,Medium
SVC00479,41,22,44,58.0,12,12,4.93,12,0,1,9,"Standard patrol schedule, no major issues.",0.493,Medium
SVC00479,41,22,69,43.3,19,2,5.96,10,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.731,High
SVC00479,41,22,71,82.7,15,4,6.09,8,0,1,4,"Extremely exhausted, haven't slept properly in days.",0.654,High
SVC00480,53,28,17,39.9,4,13,6.92,12,0,0,10,"Had a great time during the sports session, morale is high.",0.275,Low
SVC00480,53,28,3,53.7,29,10,7.0,0,0,0,4,"Routine day, nothing much to report.",0.556,Medium
SVC00480,53,28,24,45.5,21,10,7.11,9,0,0,3,"Nothing unusual, just getting through the schedule.",0.531,Medium
SVC00480,53,28,36,52.6,26,2,4.9,19,0,0,4,"Routine day, nothing much to report.",0.618,Medium
SVC00480,53,28,8,73.3,20,7,4.58,16,0,0,6,The back-to-back duty shifts are wearing me down badly.,0.621,Medium
SVC00480,53,28,46,47.2,2,7,2.58,14,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.416,Medium
SVC00481,33,10,40,62.0,1,12,5.51,10,0,1,6,"Routine day, nothing much to report.",0.428,Medium
SVC00481,33,10,40,59.9,18,8,7.41,18,0,0,2,"Routine day, nothing much to report.",0.588,Medium
SVC00481,33,10,10,36.5,21,10,4.01,7,0,0,7,"Standard patrol schedule, no major issues.",0.461,Medium
SVC00481,33,10,6,56.0,12,11,5.79,6,0,0,3,"Nothing unusual, just getting through the schedule.",0.512,Medium
SVC00481,33,10,30,50.4,28,12,6.55,12,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.568,Medium
SVC00481,33,10,59,60.8,25,0,5.91,3,0,0,6,"Struggling to cope, everything feels overwhelming lately.",0.75,High
SVC00482,34,4,87,58.4,2,12,5.77,6,0,0,10,"Had a great time during the sports session, morale is high.",0.337,Low
SVC00482,34,4,83,55.6,0,8,8.89,11,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.453,Medium
SVC00482,34,4,33,81.7,26,5,6.41,13,0,0,1,"Been a normal week, keeping busy with regular tasks.",0.747,High
SVC00482,34,4,46,44.8,4,5,6.75,19,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.352,Low
SVC00482,34,4,65,35.7,24,5,6.84,13,1,0,5,"Nothing unusual, just getting through the schedule.",0.478,Medium
SVC00482,34,4,60,64.3,15,8,5.72,13,0,0,10,Really frustrated and anxious about the extended deployment.,0.558,Medium
SVC00483,47,6,26,48.0,0,4,6.56,12,1,0,4,"Been a normal week, keeping busy with regular tasks.",0.391,Low
SVC00483,47,6,23,60.2,18,8,2.5,3,1,0,5,The back-to-back duty shifts are wearing me down badly.,0.653,High
SVC00483,47,6,88,63.4,5,12,5.52,4,0,2,3,"Nothing unusual, just getting through the schedule.",0.569,Medium
SVC00483,47,6,24,44.9,14,5,3.39,12,0,1,8,"Routine day, nothing much to report.",0.449,Medium
SVC00483,47,6,50,31.3,6,9,4.38,18,0,0,1,"Solid week, workload was manageable and the team is in good spirits.",0.505,Medium
SVC00483,47,6,15,68.0,19,0,6.88,19,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.683,High
SVC00484,42,2,27,43.6,5,6,7.05,10,2,0,9,"Had a great time during the sports session, morale is high.",0.207,Low
SVC00484,42,2,27,58.2,23,10,5.96,7,1,0,7,"Standard patrol schedule, no major issues.",0.605,Medium
SVC00484,42,2,43,32.1,28,2,4.87,3,0,0,10,"Routine day, nothing much to report.",0.525,Medium
SVC00484,42,2,3,39.3,16,8,6.55,12,0,0,7,"Nothing unusual, just getting through the schedule.",0.42,Medium
SVC00484,42,2,24,53.4,28,13,6.98,14,0,0,6,"Routine day, nothing much to report.",0.45,Medium
SVC00484,42,2,26,49.7,24,11,6.21,9,2,0,3,"Struggling to cope, everything feels overwhelming lately.",0.683,High
SVC00485,53,30,81,48.3,17,5,7.06,12,0,0,1,"Extremely exhausted, haven't slept properly in days.",0.662,High
SVC00485,53,30,67,34.4,24,3,5.83,12,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.542,Medium
SVC00485,53,30,44,52.4,19,2,7.65,4,0,0,1,"Struggling to cope, everything feels overwhelming lately.",0.68,High
SVC00485,53,30,36,60.8,16,2,6.4,7,0,0,6,"Standard patrol schedule, no major issues.",0.57,Medium
SVC00485,53,30,64,62.6,8,6,9.5,16,0,0,5,"Routine day, nothing much to report.",0.388,Low
SVC00485,53,30,36,37.7,4,12,7.71,11,0,0,8,"Standard patrol schedule, no major issues.",0.406,Medium
SVC00486,44,22,16,45.8,30,10,8.74,3,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.471,Medium
SVC00486,44,22,42,58.2,29,3,6.59,18,0,0,5,"Nothing unusual, just getting through the schedule.",0.64,Medium
SVC00486,44,22,29,41.6,24,6,4.17,10,0,0,5,"Routine day, nothing much to report.",0.524,Medium
SVC00486,44,22,17,46.1,18,13,3.51,17,0,0,8,"Standard patrol schedule, no major issues.",0.4,Medium
SVC00486,44,22,4,36.7,28,10,4.57,4,0,0,9,"Nothing unusual, just getting through the schedule.",0.557,Medium
SVC00486,44,22,49,39.8,30,11,5.58,19,0,0,7,"Nothing unusual, just getting through the schedule.",0.567,Medium
SVC00487,24,6,71,63.8,8,1,5.06,12,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.625,Medium
SVC00487,24,6,13,45.9,25,9,4.27,18,0,0,10,"Routine day, nothing much to report.",0.403,Medium
SVC00487,24,6,88,56.3,10,6,6.45,15,0,0,5,"Standard patrol schedule, no major issues.",0.445,Medium
SVC00487,24,6,58,30.0,10,14,9.5,18,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.304,Low
SVC00487,24,6,67,57.6,5,2,7.11,6,0,0,8,"Nothing unusual, just getting through the schedule.",0.483,Medium
SVC00487,24,6,73,47.4,2,5,5.15,1,0,0,4,"Routine day, nothing much to report.",0.62,Medium
SVC00488,30,12,56,38.0,23,8,3.31,11,0,1,3,The back-to-back duty shifts are wearing me down badly.,0.658,High
SVC00488,30,12,8,63.4,16,10,4.19,12,0,1,2,"Nothing unusual, just getting through the schedule.",0.544,Medium
SVC00488,30,12,86,30.0,13,1,7.36,15,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.506,Medium
SVC00488,30,12,89,40.4,10,7,4.66,17,0,1,4,"Feeling isolated, it's been weeks since I saw my family.",0.695,High
SVC00488,30,12,68,45.2,29,13,7.91,10,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.431,Medium
SVC00488,30,12,88,51.6,4,11,6.66,14,0,0,5,"Routine day, nothing much to report.",0.516,Medium
SVC00489,37,19,60,46.2,10,6,5.57,17,1,0,9,"Standard patrol schedule, no major issues.",0.38,Low
SVC00489,37,19,34,50.5,3,5,4.24,7,0,0,6,"Solid week, workload was manageable and the team is in good spirits.",0.407,Medium
SVC00489,37,19,16,54.9,5,5,4.76,14,0,0,10,"Solid week, workload was manageable and the team is in good spirits.",0.306,Low
SVC00489,37,19,33,45.1,19,12,5.57,14,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.507,Medium
SVC00489,37,19,22,39.1,0,1,6.01,11,0,0,2,"Standard patrol schedule, no major issues.",0.419,Medium
SVC00489,37,19,63,45.6,26,3,8.04,12,0,1,9,"Good day today, training went well and I got some rest.",0.492,Medium
SVC00490,25,6,84,45.2,18,0,5.47,19,0,1,2,"Usual duty hours, a bit tired but okay overall.",0.649,Medium
SVC00490,25,6,55,50.1,14,10,6.51,10,1,0,9,"Routine day, nothing much to report.",0.511,Medium
SVC00490,25,6,17,59.4,25,14,6.8,7,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.526,Medium
SVC00490,25,6,80,42.9,20,2,6.27,11,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.55,Medium
SVC00490,25,6,47,36.3,27,6,5.47,11,0,0,7,"Standard patrol schedule, no major issues.",0.504,Medium
SVC00490,25,6,0,30.0,12,12,4.75,8,0,0,9,"Nothing unusual, just getting through the schedule.",0.358,Low
SVC00491,20,2,87,83.2,26,3,7.72,1,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.876,High
SVC00491,20,2,53,44.9,20,10,4.64,2,1,0,8,"Nothing unusual, just getting through the schedule.",0.487,Medium
SVC00491,20,2,29,49.4,6,9,6.52,8,0,0,6,"Nothing unusual, just getting through the schedule.",0.378,Low
SVC00491,20,2,57,53.1,19,1,8.69,2,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.715,High
SVC00491,20,2,39,57.2,21,4,3.7,8,0,1,2,The back-to-back duty shifts are wearing me down badly.,0.7,High
SVC00491,20,2,76,43.4,23,10,4.37,1,0,0,3,"Struggling to cope, everything feels overwhelming lately.",0.681,High
SVC00492,47,16,7,62.3,3,3,4.74,0,0,0,6,"Routine day, nothing much to report.",0.567,Medium
SVC00492,47,16,71,38.4,25,6,8.6,6,0,0,6,"Extremely exhausted, haven't slept properly in days.",0.604,Medium
SVC00492,47,16,7,37.6,8,9,4.05,7,0,0,6,"Standard patrol schedule, no major issues.",0.388,Low
SVC00492,47,16,6,47.1,7,9,5.62,5,1,0,4,"Usual duty hours, a bit tired but okay overall.",0.438,Medium
SVC00492,47,16,41,55.3,4,0,6.02,19,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.402,Medium
SVC00492,47,16,21,61.1,13,7,6.21,0,0,0,1,"Standard patrol schedule, no major issues.",0.715,High
SVC00493,22,4,52,32.1,9,13,8.15,19,0,0,5,"Struggling to cope, everything feels overwhelming lately.",0.311,Low
SVC00493,22,4,5,52.4,30,4,6.27,18,0,0,1,"Nothing unusual, just getting through the schedule.",0.576,Medium
SVC00493,22,4,61,47.8,6,14,4.93,4,2,0,4,"Standard patrol schedule, no major issues.",0.673,High
SVC00493,22,4,34,63.3,6,4,6.83,16,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.594,Medium
SVC00493,22,4,43,67.0,5,14,6.23,19,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.4,Medium
SVC00493,22,4,27,70.7,29,14,6.53,9,1,0,3,The back-to-back duty shifts are wearing me down badly.,0.716,High
SVC00494,52,12,72,50.7,17,4,6.66,10,1,0,1,Really frustrated and anxious about the extended deployment.,0.693,High
SVC00494,52,12,60,43.3,1,6,4.48,7,0,0,1,"Standard patrol schedule, no major issues.",0.607,Medium
SVC00494,52,12,87,54.0,25,9,4.05,7,0,0,1,"Feeling isolated, it's been weeks since I saw my family.",0.821,High
SVC00494,52,12,8,51.7,3,6,6.17,7,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.5,Medium
SVC00494,52,12,19,52.3,14,9,5.62,6,1,0,6,"Standard patrol schedule, no major issues.",0.54,Medium
SVC00494,52,12,5,44.2,6,5,7.02,4,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.408,Medium
SVC00495,49,5,71,36.1,10,3,5.1,11,0,0,9,"Good day today, training went well and I got some rest.",0.344,Low
SVC00495,49,5,70,64.3,15,9,7.01,9,0,0,8,"Extremely exhausted, haven't slept properly in days.",0.575,Medium
SVC00495,49,5,49,58.3,5,10,5.38,2,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.457,Medium
SVC00495,49,5,54,42.9,19,1,6.22,2,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.496,Medium
SVC00495,49,5,20,52.8,12,0,3.46,7,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.565,Medium
SVC00495,49,5,61,30.0,8,10,6.07,8,0,0,3,"Routine day, nothing much to report.",0.385,Low
SVC00496,25,7,23,30.0,5,0,7.36,12,0,0,3,"Standard patrol schedule, no major issues.",0.41,Medium
SVC00496,25,7,55,55.4,29,10,4.33,13,0,0,1,"Struggling to cope, everything feels overwhelming lately.",0.753,High
SVC00496,25,7,59,65.5,9,12,4.64,11,0,0,9,"Standard patrol schedule, no major issues.",0.401,Medium
SVC00496,25,7,81,53.8,26,13,3.79,8,0,0,6,"Routine day, nothing much to report.",0.567,Medium
SVC00496,25,7,73,42.5,29,5,5.55,12,0,0,10,"Slept well last night, feeling fresh for duty.",0.656,High
SVC00496,25,7,52,70.6,18,9,6.36,8,0,0,8,"Feeling isolated, it's been weeks since I saw my family.",0.768,High
SVC00497,29,11,9,40.2,18,14,5.79,17,0,0,3,"Nothing unusual, just getting through the schedule.",0.431,Medium
SVC00497,29,11,80,60.0,12,3,7.08,19,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.484,Medium
SVC00497,29,11,66,57.7,0,14,5.69,16,1,0,8,"Routine day, nothing much to report.",0.402,Medium
SVC00497,29,11,14,65.7,2,5,9.5,8,0,0,2,Really frustrated and anxious about the extended deployment.,0.512,Medium
SVC00497,29,11,74,50.4,21,0,5.14,10,0,0,6,"Routine day, nothing much to report.",0.563,Medium
SVC00497,29,11,56,65.2,1,0,6.28,9,0,0,2,"Nothing unusual, just getting through the schedule.",0.584,Medium
SVC00498,53,22,83,57.0,23,2,6.05,18,0,0,2,The back-to-back duty shifts are wearing me down badly.,0.742,High
SVC00498,53,22,65,50.5,13,9,7.87,6,0,0,10,"Routine day, nothing much to report.",0.461,Medium
SVC00498,53,22,21,66.1,27,6,8.84,11,1,0,1,Really frustrated and anxious about the extended deployment.,0.482,Medium
SVC00498,53,22,15,65.1,6,7,4.21,17,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.483,Medium
SVC00498,53,22,15,62.7,28,8,5.01,18,0,0,8,"Feeling steady. Caught up with family on call, that helped a lot.",0.446,Medium
SVC00498,53,22,9,64.9,13,11,5.27,17,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.474,Medium
SVC00499,31,12,84,32.7,29,3,6.86,2,0,0,5,"Had a great time during the sports session, morale is high.",0.707,High
SVC00499,31,12,84,45.7,16,12,4.0,15,0,0,6,"Struggling to cope, everything feels overwhelming lately.",0.466,Medium
SVC00499,31,12,10,44.2,30,12,7.6,1,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.531,Medium
SVC00499,31,12,40,51.0,25,4,3.33,0,0,0,5,"Struggling to cope, everything feels overwhelming lately.",0.786,High
SVC00499,31,12,81,47.2,0,14,6.77,12,0,0,9,"Feeling isolated, it's been weeks since I saw my family.",0.434,Medium
SVC00499,31,12,45,59.4,20,8,5.47,7,1,0,5,"Extremely exhausted, haven't slept properly in days.",0.682,High
SVC00500,52,18,30,51.9,22,1,7.46,5,0,0,4,"Good day today, training went well and I got some rest.",0.698,High
SVC00500,52,18,76,45.7,25,3,4.01,1,0,0,2,The back-to-back duty shifts are wearing me down badly.,0.814,High
SVC00500,52,18,82,35.8,11,7,4.84,14,0,0,1,"Extremely exhausted, haven't slept properly in days.",0.673,High
SVC00500,52,18,45,48.4,5,0,7.64,7,0,0,2,"Had a great time during the sports session, morale is high.",0.457,Medium
SVC00500,52,18,11,43.7,12,5,6.33,0,0,0,1,"Feeling steady. Caught up with family on call, that helped a lot.",0.563,Medium
SVC00500,52,18,78,54.4,20,0,3.83,15,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.747,High
SVC00501,49,15,75,82.9,9,2,6.07,16,0,1,9,Really frustrated and anxious about the extended deployment.,0.687,High
SVC00501,49,15,58,65.1,11,9,6.36,8,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.562,Medium
SVC00501,49,15,28,44.6,22,3,4.19,13,0,0,5,"Routine day, nothing much to report.",0.621,Medium
SVC00501,49,15,23,47.2,22,10,5.45,18,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.48,Medium
SVC00501,49,15,25,50.3,30,5,4.77,0,0,0,5,"Extremely exhausted, haven't slept properly in days.",0.661,High
SVC00501,49,15,1,64.6,30,12,4.84,14,0,0,1,"Nothing unusual, just getting through the schedule.",0.605,Medium
SVC00502,28,8,62,61.0,13,6,5.83,16,0,0,8,"Standard patrol schedule, no major issues.",0.469,Medium
SVC00502,28,8,68,61.2,17,12,4.56,2,0,0,4,"Feeling isolated, it's been weeks since I saw my family.",0.667,High
SVC00502,28,8,46,58.2,8,6,5.44,14,0,0,8,"Routine day, nothing much to report.",0.607,Medium
SVC00502,28,8,83,48.2,19,14,6.77,5,1,0,5,"Nothing unusual, just getting through the schedule.",0.588,Medium
SVC00502,28,8,43,37.1,11,1,5.26,14,0,0,7,"Standard patrol schedule, no major issues.",0.555,Medium
SVC00502,28,8,40,41.2,14,8,6.2,12,0,0,1,"Standard patrol schedule, no major issues.",0.601,Medium
SVC00503,42,19,8,36.8,22,6,6.16,8,0,0,7,"Standard patrol schedule, no major issues.",0.411,Medium
SVC00503,42,19,72,65.4,30,14,6.02,12,0,1,4,Really frustrated and anxious about the extended deployment.,0.655,High
SVC00503,42,19,34,53.8,1,11,5.08,18,0,0,5,"Standard patrol schedule, no major issues.",0.348,Low
SVC00503,42,19,16,58.9,0,8,6.1,13,0,0,1,"Feeling isolated, it's been weeks since I saw my family.",0.483,Medium
SVC00503,42,19,16,50.8,18,7,7.18,5,0,0,10,"Feeling isolated, it's been weeks since I saw my family.",0.464,Medium
SVC00503,42,19,50,41.6,5,0,8.03,10,0,0,10,"Nothing unusual, just getting through the schedule.",0.385,Low
SVC00504,31,13,4,53.6,5,7,4.93,10,0,0,2,"Nothing unusual, just getting through the schedule.",0.316,Low
SVC00504,31,13,18,68.2,0,5,6.44,5,1,0,6,"Nothing unusual, just getting through the schedule.",0.375,Low
SVC00504,31,13,27,48.9,4,7,6.44,8,0,0,5,"Feeling steady. Caught up with family on call, that helped a lot.",0.304,Low
SVC00504,31,13,45,35.2,3,12,3.25,9,0,0,6,"Routine day, nothing much to report.",0.395,Low
SVC00504,31,13,60,48.4,30,13,7.86,16,0,0,10,"Nothing unusual, just getting through the schedule.",0.486,Medium
SVC00504,31,13,22,58.4,18,6,3.13,13,0,0,6,"Routine day, nothing much to report.",0.446,Medium
SVC00505,21,3,6,65.6,20,2,6.9,8,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.632,Medium
SVC00505,21,3,23,60.8,5,8,8.24,5,0,0,9,"Standard patrol schedule, no major issues.",0.422,Medium
SVC00505,21,3,82,45.8,29,8,6.14,15,0,0,1,"Been a normal week, keeping busy with regular tasks.",0.617,Medium
SVC00505,21,3,77,63.7,29,13,7.23,17,0,0,8,"Nothing unusual, just getting through the schedule.",0.5,Medium
SVC00505,21,3,14,67.2,1,5,5.39,6,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.312,Low
SVC00505,21,3,2,37.1,19,8,6.26,2,0,0,2,"Feeling steady. Caught up with family on call, that helped a lot.",0.472,Medium
SVC00506,30,12,79,47.2,13,14,6.75,5,1,0,6,"Usual duty hours, a bit tired but okay overall.",0.414,Medium
SVC00506,30,12,87,70.1,23,8,7.45,10,0,0,5,"Nothing unusual, just getting through the schedule.",0.634,Medium
SVC00506,30,12,9,54.0,29,12,5.3,10,0,1,1,Really frustrated and anxious about the extended deployment.,0.676,High
SVC00506,30,12,75,37.4,8,0,6.94,6,0,0,10,"Nothing unusual, just getting through the schedule.",0.47,Medium
SVC00506,30,12,27,34.1,26,14,7.8,3,0,0,2,"Routine day, nothing much to report.",0.547,Medium
SVC00506,30,12,49,44.5,20,3,5.91,0,0,0,2,"Feeling isolated, it's been weeks since I saw my family.",0.726,High
SVC00507,35,17,77,62.2,4,2,4.41,16,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.582,Medium
SVC00507,35,17,80,66.8,24,6,4.1,9,0,0,10,"Struggling to cope, everything feels overwhelming lately.",0.743,High
SVC00507,35,17,65,44.2,13,8,4.91,9,0,0,5,"Standard patrol schedule, no major issues.",0.56,Medium
SVC00507,35,17,43,38.4,19,7,5.19,12,0,0,5,"Standard patrol schedule, no major issues.",0.619,Medium
SVC00507,35,17,20,48.1,1,10,9.5,11,0,0,5,"Solid week, workload was manageable and the team is in good spirits.",0.335,Low
SVC00507,35,17,6,52.3,28,10,6.25,7,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.459,Medium
SVC00508,42,18,78,54.6,15,8,6.52,17,0,0,7,"Routine day, nothing much to report.",0.576,Medium
SVC00508,42,18,44,37.2,11,6,6.46,18,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.446,Medium
SVC00508,42,18,25,54.1,3,0,5.54,5,0,0,6,"Routine day, nothing much to report.",0.534,Medium
SVC00508,42,18,76,51.4,25,5,4.87,16,0,1,7,"Struggling to cope, everything feels overwhelming lately.",0.667,High
SVC00508,42,18,48,41.4,29,8,6.09,10,0,0,2,"Standard patrol schedule, no major issues.",0.672,High
SVC00508,42,18,60,44.0,20,4,5.81,1,0,0,1,"Routine day, nothing much to report.",0.594,Medium
SVC00509,45,10,68,34.3,8,13,6.49,18,0,1,7,"Usual duty hours, a bit tired but okay overall.",0.428,Medium
SVC00509,45,10,20,51.6,18,14,5.89,18,0,1,10,Really frustrated and anxious about the extended deployment.,0.452,Medium
SVC00509,45,10,6,59.0,23,12,7.15,18,0,0,6,"Extremely exhausted, haven't slept properly in days.",0.58,Medium
SVC00509,45,10,20,62.3,3,2,6.15,1,0,0,1,"Struggling to cope, everything feels overwhelming lately.",0.695,High
SVC00509,45,10,16,56.5,25,3,7.0,5,0,0,9,"Nothing unusual, just getting through the schedule.",0.584,Medium
SVC00509,45,10,48,36.3,0,4,5.11,7,0,0,4,"Nothing unusual, just getting through the schedule.",0.444,Medium
SVC00510,35,8,0,61.7,11,13,5.5,9,0,1,1,"Standard patrol schedule, no major issues.",0.532,Medium
SVC00510,35,8,42,32.3,13,3,7.13,10,0,0,8,"Usual duty hours, a bit tired but okay overall.",0.48,Medium
SVC00510,35,8,18,54.7,23,11,8.1,5,0,0,10,"Nothing unusual, just getting through the schedule.",0.445,Medium
SVC00510,35,8,87,58.3,7,5,5.88,2,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.641,Medium
SVC00510,35,8,49,69.8,26,11,5.32,16,1,0,3,"Nothing unusual, just getting through the schedule.",0.709,High
SVC00510,35,8,20,34.4,17,12,5.82,3,0,0,4,"Nothing unusual, just getting through the schedule.",0.435,Medium
SVC00511,32,13,36,52.0,0,6,5.97,3,0,0,8,"Feeling steady. Caught up with family on call, that helped a lot.",0.463,Medium
SVC00511,32,13,42,31.2,3,4,6.29,5,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.335,Low
SVC00511,32,13,38,42.2,14,13,9.29,10,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.394,Low
SVC00511,32,13,36,44.0,17,0,8.57,10,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.561,Medium
SVC00511,32,13,48,32.3,28,1,6.0,7,1,1,3,"Struggling to cope, everything feels overwhelming lately.",0.655,High
SVC00511,32,13,6,58.3,23,10,6.15,15,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.552,Medium
SVC00512,24,6,33,45.9,2,3,4.97,3,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.508,Medium
SVC00512,24,6,36,64.1,6,13,6.87,8,0,0,3,"Nothing unusual, just getting through the schedule.",0.526,Medium
SVC00512,24,6,0,51.5,1,1,3.87,10,0,0,4,"Nothing unusual, just getting through the schedule.",0.512,Medium
SVC00512,24,6,8,52.7,21,14,6.03,11,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.364,Low
SVC00512,24,6,36,46.3,20,3,6.33,16,0,1,4,"Feeling steady. Caught up with family on call, that helped a lot.",0.482,Medium
SVC00512,24,6,82,49.6,12,5,5.76,12,1,0,1,"Nothing unusual, just getting through the schedule.",0.554,Medium
SVC00513,33,15,65,45.9,20,3,6.45,13,0,0,6,"Nothing unusual, just getting through the schedule.",0.525,Medium
SVC00513,33,15,8,47.0,29,0,8.88,3,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.619,Medium
SVC00513,33,15,20,64.4,12,14,6.05,18,1,0,4,"Usual duty hours, a bit tired but okay overall.",0.528,Medium
SVC00513,33,15,49,78.2,12,14,5.63,1,0,1,4,"Feeling isolated, it's been weeks since I saw my family.",0.665,High
SVC00513,33,15,62,42.5,28,12,8.42,10,0,0,5,"Routine day, nothing much to report.",0.661,High
SVC00513,33,15,22,54.7,19,8,6.34,13,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.393,Low
SVC00514,54,27,65,70.9,8,13,5.41,9,0,0,8,"Routine day, nothing much to report.",0.505,Medium
SVC00514,54,27,80,30.3,15,14,8.24,15,0,0,2,"Solid week, workload was manageable and the team is in good spirits.",0.551,Medium
SVC00514,54,27,11,34.2,15,1,3.15,19,0,0,6,"Standard patrol schedule, no major issues.",0.443,Medium
SVC00514,54,27,23,45.3,26,9,8.86,5,0,0,4,"Nothing unusual, just getting through the schedule.",0.57,Medium
SVC00514,54,27,62,51.9,8,4,7.23,2,0,0,2,"Routine day, nothing much to report.",0.637,Medium
SVC00514,54,27,9,30.0,19,13,5.09,8,0,0,9,"Standard patrol schedule, no major issues.",0.379,Low
SVC00515,47,16,65,59.0,18,2,6.28,19,0,0,1,"Extremely exhausted, haven't slept properly in days.",0.688,High
SVC00515,47,16,41,36.5,27,12,5.31,2,0,0,5,"Nothing unusual, just getting through the schedule.",0.761,High
SVC00515,47,16,59,52.0,22,13,5.17,3,1,1,2,The back-to-back duty shifts are wearing me down badly.,0.745,High
SVC00515,47,16,53,30.0,8,0,4.63,7,0,2,2,"Had a great time during the sports session, morale is high.",0.452,Medium
SVC00515,47,16,1,53.3,6,0,4.51,17,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.514,Medium
SVC00515,47,16,74,78.2,16,7,6.76,12,0,0,2,The back-to-back duty shifts are wearing me down badly.,0.755,High
SVC00516,44,26,10,54.2,27,8,6.56,12,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.589,Medium
SVC00516,44,26,52,47.3,3,3,6.59,2,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.446,Medium
SVC00516,44,26,39,48.0,14,8,6.33,6,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.377,Low
SVC00516,44,26,62,30.0,21,6,6.46,7,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.57,Medium
SVC00516,44,26,36,71.2,22,14,6.55,12,0,0,4,"Slept well last night, feeling fresh for duty.",0.655,High
SVC00516,44,26,84,55.6,3,5,5.38,16,1,0,9,"Standard patrol schedule, no major issues.",0.49,Medium
SVC00517,38,15,71,80.6,4,4,7.01,14,0,0,3,"Struggling to cope, everything feels overwhelming lately.",0.719,High
